sector,hh_size,hh_usual_cons_exp_mnth,household_quintile
Rural,3,8000,2
Rural,3,13000,4
Rural,5,17000,5
Rural,1,5200,1
Rural,5,12000,3
Rural,2,15000,4
Rural,2,10000,3
Rural,3,7000,2
Rural,4,6000,1
Rural,10,25000,5
Rural,4,13500,4
Rural,4,22000,5
Rural,5,17500,5
Rural,5,11000,3
Rural,3,12500,4
Rural,4,20650,5
Rural,3,10000,3
Rural,4,14000,4
Rural,7,23500,5
Rural,3,13000,4
Rural,8,8500,2
Rural,2,6000,1
Rural,4,12500,3
Rural,6,27000,5
Rural,5,15000,4
Rural,3,16890,4
Rural,2,7000,2
Rural,2,8000,2
Rural,6,8900,2
Rural,3,12918,4
Rural,4,8500,2
Rural,7,7500,2
Rural,4,18000,5
Rural,4,4000,1
Rural,4,9000,2
Rural,4,8000,2
Rural,8,16500,4
Rural,3,8000,2
Rural,5,11000,3
Rural,5,18000,5
Rural,5,6500,1
Rural,7,15000,4
Rural,6,15900,4
Rural,4,12000,3
Rural,3,6500,1
Rural,2,5500,1
Rural,2,5000,1
Rural,4,7500,2
Rural,3,6000,1
Rural,3,16500,4
Rural,7,9000,2
Rural,4,5800,1
Rural,1,12000,3
Rural,5,16500,4
Rural,1,1200,1
Rural,3,8300,2
Rural,4,10000,3
Rural,3,8000,2
Rural,2,6000,1
Rural,2,7900,2
Rural,3,12000,3
Rural,2,5500,1
Rural,4,12500,4
Rural,1,2200,1
Rural,4,6500,1
Rural,6,14000,4
Rural,2,6047,1
Rural,4,10500,3
Rural,4,10000,3
Rural,6,14000,4
Rural,1,1800,1
Rural,5,20000,5
Rural,5,10000,3
Rural,3,7500,2
Rural,4,10100,3
Rural,3,8500,2
Rural,7,8500,2
Rural,1,3500,1
Rural,5,11800,3
Rural,1,3000,1
Rural,5,10300,3
Rural,4,9000,2
Rural,6,6450,1
Rural,2,4500,1
Rural,4,13580,4
Rural,6,12000,3
Rural,4,7500,2
Rural,5,12500,4
Rural,5,8500,2
Rural,4,8000,2
Rural,6,10000,3
Rural,5,7600,2
Rural,5,12000,3
Rural,4,10300,3
Rural,4,13500,4
Rural,6,7160,2
Rural,6,11500,3
Rural,4,12500,3
Rural,3,5500,1
Rural,20,18000,5
Rural,4,15000,4
Rural,7,22000,5
Rural,3,10000,3
Rural,5,12000,3
Rural,6,8000,2
Rural,5,6500,1
Rural,6,12000,3
Rural,2,5500,1
Rural,2,10500,3
Rural,2,14900,4
Rural,5,10550,3
Rural,6,5000,1
Rural,4,6500,1
Rural,3,7200,2
Rural,6,14000,4
Rural,5,22000,5
Rural,7,10500,3
Rural,7,7200,2
Rural,1,4500,1
Rural,3,14500,4
Rural,2,10500,3
Rural,7,14000,4
Rural,3,4000,1
Rural,3,8500,2
Rural,6,11000,3
Rural,3,14000,4
Rural,6,8600,2
Rural,1,2800,1
Rural,4,8500,2
Rural,3,26000,5
Rural,1,2750,1
Rural,5,23000,5
Rural,3,5000,1
Rural,4,15000,4
Rural,1,2500,1
Rural,2,9200,2
Rural,3,10800,3
Rural,5,9000,2
Rural,5,10300,3
Rural,5,12000,3
Rural,3,9200,2
Rural,5,5800,1
Rural,1,1950,1
Rural,4,20000,5
Rural,6,6570,1
Rural,6,7000,1
Rural,4,11694,3
Rural,3,4800,1
Rural,5,16000,4
Rural,1,3500,1
Rural,5,6000,1
Rural,6,17500,5
Rural,5,11000,3
Rural,4,9000,2
Rural,3,5500,1
Rural,3,8000,2
Rural,4,11000,3
Rural,5,8500,2
Rural,5,11000,3
Rural,2,6220,1
Rural,9,15000,4
Rural,6,13000,4
Rural,3,20000,5
Rural,3,12000,3
Rural,7,29000,5
Rural,9,10000,3
Rural,2,12430,3
Rural,3,14600,4
Rural,5,15000,4
Rural,2,4500,1
Rural,3,18700,5
Rural,5,11280,3
Rural,5,6500,1
Rural,2,11000,3
Rural,4,8500,2
Rural,3,14500,4
Rural,6,6000,1
Rural,7,10000,3
Rural,2,8000,2
Rural,4,13000,4
Rural,2,5000,1
Rural,2,10000,3
Rural,2,4000,1
Rural,6,12000,3
Rural,1,7000,2
Rural,3,14000,4
Rural,4,7650,2
Rural,5,4000,1
Rural,3,17500,5
Rural,5,12000,3
Rural,4,10000,3
Rural,5,6500,1
Rural,10,23000,5
Rural,13,23000,5
Rural,2,8000,2
Rural,5,22600,5
Rural,3,10000,3
Rural,2,3800,1
Rural,4,20000,5
Rural,5,11000,3
Rural,4,19000,5
Rural,3,15000,4
Rural,2,7000,2
Rural,4,10800,3
Rural,6,11500,3
Rural,2,10500,3
Rural,5,8000,2
Rural,5,25900,5
Rural,6,14000,4
Rural,5,18500,5
Rural,5,8100,2
Rural,5,7500,2
Rural,6,10500,3
Rural,5,18000,5
Rural,8,9300,2
Rural,7,23000,5
Rural,2,10500,3
Rural,3,7500,2
Rural,7,6000,1
Rural,1,2500,1
Rural,6,20000,5
Rural,5,16000,4
Rural,4,12000,3
Rural,3,18000,5
Rural,4,12500,4
Rural,2,3000,1
Rural,6,9500,2
Rural,1,2200,1
Rural,6,17000,5
Rural,2,2000,1
Rural,6,7000,2
Rural,3,8000,2
Rural,4,25750,5
Rural,1,5500,1
Rural,2,20000,5
Rural,2,10000,3
Rural,3,15000,4
Rural,4,10300,3
Rural,3,15000,4
Rural,2,7500,2
Rural,2,5000,1
Rural,2,6210,1
Rural,4,15000,4
Rural,5,11000,3
Rural,2,10000,3
Rural,6,14000,4
Rural,7,16500,4
Rural,2,9000,2
Rural,5,10000,3
Rural,4,11000,3
Rural,4,28000,5
Rural,4,13000,4
Rural,6,4000,1
Rural,8,6500,1
Rural,4,7000,1
Rural,1,8000,2
Rural,2,7000,2
Rural,5,13500,4
Rural,7,12500,3
Rural,2,8500,2
Rural,6,18500,5
Rural,4,8932,2
Rural,6,14000,4
Rural,4,15600,4
Rural,7,8000,2
Rural,11,20000,5
Rural,6,9000,2
Rural,4,10500,3
Rural,4,16520,4
Rural,5,16000,4
Rural,4,13500,4
Rural,3,17000,5
Rural,3,12590,4
Rural,2,6000,1
Rural,8,20000,5
Rural,4,8500,2
Rural,10,22000,5
Rural,8,13000,4
Rural,6,9500,2
Rural,3,5000,1
Rural,8,10000,3
Rural,2,3000,1
Rural,7,9800,3
Rural,5,10000,3
Rural,1,8900,2
Rural,4,6500,1
Rural,2,8700,2
Rural,3,4500,1
Rural,6,15200,4
Rural,5,10500,3
Rural,5,8000,2
Rural,4,10500,3
Rural,2,3900,1
Rural,4,10000,3
Rural,5,12000,3
Rural,3,10000,3
Rural,8,12500,4
Rural,8,9500,2
Rural,3,16000,4
Rural,4,13500,4
Rural,2,5500,1
Rural,6,11000,3
Rural,5,16000,4
Rural,3,13900,4
Rural,1,5500,1
Rural,4,9000,2
Rural,10,12000,3
Rural,1,2500,1
Rural,3,7800,2
Rural,2,7500,2
Rural,4,10000,3
Rural,9,9000,2
Rural,4,8000,2
Rural,2,5500,1
Rural,4,8000,2
Rural,5,9500,2
Rural,4,10500,3
Rural,2,4000,1
Rural,6,15000,4
Rural,2,7000,2
Rural,3,10000,3
Rural,2,8000,2
Rural,3,8300,2
Rural,4,14000,4
Rural,3,14500,4
Rural,5,13500,4
Rural,7,10500,3
Rural,5,6000,1
Rural,6,4500,1
Rural,4,12500,4
Rural,1,6000,1
Rural,4,8700,2
Rural,5,21000,5
Rural,6,12000,3
Rural,4,9500,2
Rural,4,7000,2
Rural,3,6800,1
Rural,7,8000,2
Rural,2,5000,1
Rural,5,9500,2
Rural,6,24000,5
Rural,4,7500,2
Rural,6,18000,5
Rural,4,14000,4
Rural,7,5500,1
Rural,3,9500,2
Rural,6,18000,5
Rural,8,14500,4
Rural,3,13500,4
Rural,6,8500,2
Rural,5,9500,2
Rural,2,8000,2
Rural,5,16000,4
Rural,7,15000,4
Rural,4,10500,3
Rural,5,54000,5
Rural,4,11600,3
Rural,7,19600,5
Rural,3,15000,4
Rural,5,21550,5
Rural,2,5000,1
Rural,10,18000,5
Rural,7,18000,5
Rural,4,16000,4
Rural,5,15000,4
Rural,1,6000,1
Rural,3,15000,4
Rural,5,17000,5
Rural,2,11500,3
Rural,9,22000,5
Rural,4,3500,1
Rural,4,9000,2
Rural,3,18680,5
Rural,4,9000,2
Rural,6,10500,3
Rural,3,13000,4
Rural,7,10500,3
Rural,4,6000,1
Rural,4,8000,2
Rural,5,6500,1
Rural,4,11750,3
Rural,5,15000,4
Rural,1,4000,1
Rural,6,4500,1
Rural,5,17400,5
Rural,4,8800,2
Rural,2,8500,2
Rural,5,10000,3
Rural,4,16000,4
Rural,3,9000,2
Rural,3,8500,2
Rural,3,4500,1
Rural,5,9000,2
Rural,5,7900,2
Rural,4,15000,4
Rural,4,13000,4
Rural,5,11000,3
Rural,5,6680,1
Rural,1,3400,1
Rural,2,6500,1
Rural,3,6000,1
Rural,6,20000,5
Rural,2,4500,1
Rural,9,18000,5
Rural,2,4500,1
Rural,2,3000,1
Rural,5,16000,4
Rural,5,12000,3
Rural,4,15000,4
Rural,5,12000,3
Rural,15,41000,5
Rural,4,16000,4
Rural,1,1200,1
Rural,4,12400,3
Rural,4,12000,3
Rural,4,15000,4
Rural,2,10600,3
Rural,4,10000,3
Rural,4,5000,1
Rural,4,8000,2
Rural,7,11500,3
Rural,5,15000,4
Rural,1,7100,2
Rural,3,8980,2
Rural,6,23000,5
Rural,5,12000,3
Rural,3,5000,1
Rural,3,7000,2
Rural,10,20000,5
Rural,3,10000,3
Rural,4,6200,1
Rural,4,8000,2
Rural,12,9000,2
Rural,4,9650,3
Rural,5,9000,2
Rural,2,12000,3
Rural,4,12500,3
Rural,6,15000,4
Rural,2,10246,3
Rural,6,4500,1
Rural,3,6200,1
Rural,6,9000,2
Rural,2,2500,1
Rural,3,6500,1
Rural,7,12000,3
Rural,3,18600,5
Rural,12,30000,5
Rural,2,2000,1
Rural,6,10500,3
Rural,4,8000,2
Rural,3,7500,2
Rural,4,13000,4
Rural,4,13000,4
Rural,2,6000,1
Rural,5,15000,4
Rural,5,10000,3
Rural,9,30000,5
Rural,2,16000,4
Rural,3,23000,5
Rural,3,9000,2
Rural,2,7800,2
Rural,2,9000,2
Rural,3,11000,3
Rural,7,10000,3
Rural,1,1500,1
Rural,4,12000,3
Rural,4,10500,3
Rural,5,15000,4
Rural,3,6500,1
Rural,2,5000,1
Rural,6,14500,4
Rural,8,7000,1
Rural,2,5000,1
Rural,1,2600,1
Rural,6,11500,3
Rural,4,7800,2
Rural,3,6000,1
Rural,2,5700,1
Rural,6,15000,4
Rural,7,15000,4
Rural,7,14000,4
Rural,4,9000,2
Rural,5,6000,1
Rural,4,6000,1
Rural,4,9000,2
Rural,5,10000,3
Rural,5,14000,4
Rural,2,6500,1
Rural,4,12000,3
Rural,2,8700,2
Rural,3,7100,2
Rural,4,16500,4
Rural,4,9200,2
Rural,5,6000,1
Rural,6,12000,3
Rural,1,5000,1
Rural,5,10000,3
Rural,5,6200,1
Rural,5,9688,3
Rural,4,8500,2
Rural,5,8000,2
Rural,7,14500,4
Rural,6,11500,3
Rural,4,6500,1
Rural,2,8900,2
Rural,4,12000,3
Rural,7,2800,1
Rural,3,9800,3
Rural,5,7500,2
Rural,4,9500,2
Rural,4,6500,1
Rural,2,5000,1
Rural,2,10000,3
Rural,3,10900,3
Rural,2,13500,4
Rural,4,15000,4
Rural,6,18000,5
Rural,6,16230,4
Rural,3,24950,5
Rural,2,6000,1
Rural,4,18000,5
Rural,1,2000,1
Rural,3,4250,1
Rural,5,9200,2
Rural,4,6000,1
Rural,3,10000,3
Rural,5,34000,5
Rural,4,7000,1
Rural,6,7500,2
Rural,3,8000,2
Rural,5,4900,1
Rural,5,10000,3
Rural,10,15000,4
Rural,5,15000,4
Rural,3,8500,2
Rural,1,7400,2
Rural,5,8500,2
Rural,6,17000,5
Rural,1,7500,2
Rural,1,5000,1
Rural,3,12000,3
Rural,4,7000,2
Rural,3,9000,2
Rural,5,10000,3
Rural,3,12000,3
Rural,7,22500,5
Rural,5,10500,3
Rural,3,8500,2
Rural,5,16500,4
Rural,4,6700,1
Rural,5,9000,2
Rural,2,5000,1
Rural,2,5800,1
Rural,5,11500,3
Rural,7,25000,5
Rural,4,16000,4
Rural,3,13500,4
Rural,9,24000,5
Rural,2,11000,3
Rural,5,7500,2
Rural,1,4490,1
Rural,1,10500,3
Rural,2,9500,2
Rural,2,6000,1
Rural,4,10000,3
Rural,6,7500,2
Rural,2,5000,1
Rural,7,27119,5
Rural,2,9000,2
Rural,8,16000,4
Rural,1,24000,5
Rural,3,13500,4
Rural,3,4500,1
Rural,2,9500,2
Rural,12,5500,1
Rural,5,8000,2
Rural,7,13000,4
Rural,3,15000,4
Rural,5,3500,1
Rural,4,11000,3
Rural,9,13250,4
Rural,7,6500,1
Rural,1,6000,1
Rural,4,9000,2
Rural,6,10000,3
Rural,8,15000,4
Rural,2,10700,3
Rural,4,7000,1
Rural,2,6000,1
Rural,4,8500,2
Rural,9,12000,3
Rural,4,5750,1
Rural,3,8500,2
Rural,5,11000,3
Rural,2,8600,2
Rural,2,5000,1
Rural,7,9000,2
Rural,5,7000,1
Rural,6,8000,2
Rural,6,15000,4
Rural,5,15000,4
Rural,6,6000,1
Rural,3,10500,3
Rural,4,9000,2
Rural,6,20000,5
Rural,6,8000,2
Rural,5,14000,4
Rural,3,12400,3
Rural,5,13000,4
Rural,6,2500,1
Rural,2,7000,1
Rural,2,8500,2
Rural,1,5700,1
Rural,5,10500,3
Rural,6,9500,2
Rural,7,7300,2
Rural,7,2500,1
Rural,2,2000,1
Rural,5,9000,2
Rural,4,10500,3
Rural,4,13500,4
Rural,5,9500,2
Rural,4,9000,2
Rural,6,13500,4
Rural,2,2500,1
Rural,2,4000,1
Rural,6,14000,4
Rural,5,12000,3
Rural,5,17500,5
Rural,4,21000,5
Rural,4,10000,3
Rural,2,23000,5
Rural,4,7500,2
Rural,4,9500,2
Rural,1,4000,1
Rural,7,18500,5
Rural,4,24500,5
Rural,7,18500,5
Rural,2,4500,1
Rural,3,6000,1
Rural,7,13000,4
Rural,2,6000,1
Rural,4,21500,5
Rural,5,6500,1
Rural,5,15000,4
Rural,3,12000,3
Rural,6,7500,2
Rural,2,3000,1
Rural,4,8000,2
Rural,1,3000,1
Rural,3,4200,1
Rural,6,7500,2
Rural,5,11500,3
Rural,5,6500,1
Rural,4,13000,4
Rural,3,10000,3
Rural,5,6800,1
Rural,5,5480,1
Rural,4,8500,2
Rural,5,9500,2
Rural,7,10000,3
Rural,4,9000,2
Rural,5,10000,3
Rural,3,20000,5
Rural,6,9000,2
Rural,2,12000,3
Rural,3,15000,4
Rural,2,27000,5
Rural,1,4000,1
Rural,4,8000,2
Rural,5,20000,5
Rural,9,12500,3
Rural,2,8000,2
Rural,2,4500,1
Rural,4,11000,3
Rural,3,19000,5
Rural,4,15000,4
Rural,5,7000,1
Rural,5,14000,4
Rural,5,5700,1
Rural,5,25000,5
Rural,1,5000,1
Rural,5,13000,4
Rural,4,6000,1
Rural,6,8300,2
Rural,5,7500,2
Rural,7,8500,2
Rural,5,7450,2
Rural,4,4500,1
Rural,4,10000,3
Rural,7,10500,3
Rural,5,7500,2
Rural,4,9500,2
Rural,2,6500,1
Rural,7,11500,3
Rural,3,8600,2
Rural,4,4500,1
Rural,5,9000,2
Rural,6,14000,4
Rural,2,29000,5
Rural,2,12000,3
Rural,5,13000,4
Rural,5,28000,5
Rural,3,5800,1
Rural,3,12000,3
Rural,3,16000,4
Rural,4,12000,3
Rural,6,9000,2
Rural,7,14000,4
Rural,5,8000,2
Rural,5,12500,3
Rural,9,13000,4
Rural,7,15000,4
Rural,6,14500,4
Rural,2,10000,3
Rural,2,6000,1
Rural,5,9000,2
Rural,4,5000,1
Rural,4,7000,1
Rural,1,1200,1
Rural,2,12000,3
Rural,2,5500,1
Rural,7,15000,4
Rural,2,4000,1
Rural,3,12500,3
Rural,4,12500,3
Rural,5,7500,2
Rural,4,7500,2
Rural,4,10000,3
Rural,5,6500,1
Rural,4,20000,5
Rural,7,8000,2
Rural,6,18600,5
Rural,2,9000,2
Rural,4,4400,1
Rural,5,11000,3
Rural,4,7000,2
Rural,6,16000,4
Rural,5,14500,4
Rural,15,26000,5
Rural,2,9500,2
Rural,6,15000,4
Rural,4,10000,3
Rural,4,8000,2
Rural,2,2000,1
Rural,2,6750,1
Rural,7,23000,5
Rural,4,16900,4
Rural,6,9500,2
Rural,3,6800,1
Rural,7,10000,3
Rural,2,4000,1
Rural,3,7000,2
Rural,5,8500,2
Rural,9,11000,3
Rural,5,12000,3
Rural,2,6500,1
Rural,4,13500,4
Rural,5,12000,3
Rural,6,12500,3
Rural,3,8000,2
Rural,3,9000,2
Rural,12,18000,5
Rural,4,13000,4
Rural,3,14500,4
Rural,10,18000,5
Rural,3,8500,2
Rural,5,4000,1
Rural,4,11200,3
Rural,7,9500,2
Rural,6,14800,4
Rural,3,8000,2
Rural,2,13000,4
Rural,3,6000,1
Rural,5,10000,3
Rural,3,7500,2
Rural,1,1800,1
Rural,8,17000,5
Rural,4,12000,3
Rural,5,20000,5
Rural,6,16350,4
Rural,5,8000,2
Rural,3,10000,3
Rural,4,12000,3
Rural,7,12660,4
Rural,5,8600,2
Rural,6,11000,3
Rural,8,9500,2
Rural,1,4000,1
Rural,3,4900,1
Rural,3,7800,2
Rural,3,5500,1
Rural,6,11000,3
Rural,5,14500,4
Rural,5,8000,2
Rural,6,6500,1
Rural,3,9000,2
Rural,4,10500,3
Rural,4,9500,2
Rural,7,18000,5
Rural,4,16000,4
Rural,2,10000,3
Rural,5,45000,5
Rural,6,12000,3
Rural,3,22000,5
Rural,7,10500,3
Rural,4,11500,3
Rural,5,12000,3
Rural,4,11000,3
Rural,6,24600,5
Rural,4,11350,3
Rural,4,14000,4
Rural,2,7500,2
Rural,1,4800,1
Rural,4,15500,4
Rural,2,15780,4
Rural,2,9500,2
Rural,1,4500,1
Rural,4,16350,4
Rural,4,9500,2
Rural,5,20000,5
Rural,4,4000,1
Rural,3,8000,2
Rural,5,16850,4
Rural,6,20000,5
Rural,7,7000,2
Rural,5,9000,2
Rural,3,19000,5
Rural,5,7500,2
Rural,6,14500,4
Rural,7,12000,3
Rural,9,17000,5
Rural,5,12000,3
Rural,6,5790,1
Rural,5,20000,5
Rural,3,8500,2
Rural,5,7000,1
Rural,1,3000,1
Rural,2,9800,3
Rural,1,5000,1
Rural,6,10000,3
Rural,3,8000,2
Rural,4,5000,1
Rural,2,5500,1
Rural,5,10000,3
Rural,4,5200,1
Rural,5,17000,5
Rural,3,10000,3
Rural,4,7890,2
Rural,4,25200,5
Rural,4,5000,1
Rural,3,12000,3
Rural,2,13500,4
Rural,2,6000,1
Rural,5,15600,4
Rural,4,7500,2
Rural,10,12000,3
Rural,3,2800,1
Rural,9,24000,5
Rural,6,14000,4
Rural,4,16000,4
Rural,3,4850,1
Rural,7,11700,3
Rural,3,12500,3
Rural,5,10500,3
Rural,6,15000,4
Rural,1,5000,1
Rural,7,18000,5
Rural,6,15000,4
Rural,5,10000,3
Rural,4,16000,4
Rural,6,15000,4
Rural,4,6000,1
Rural,3,11500,3
Rural,5,15500,4
Rural,6,12000,3
Rural,3,12000,3
Rural,9,7500,2
Rural,4,40000,5
Rural,4,10500,3
Rural,4,9000,2
Rural,4,17000,5
Rural,6,17000,5
Rural,3,6500,1
Rural,4,18000,5
Rural,2,6500,1
Rural,6,14000,4
Rural,2,6500,1
Rural,4,6200,1
Rural,2,12000,3
Rural,5,10500,3
Rural,7,11000,3
Rural,6,9000,2
Rural,7,15000,4
Rural,5,14800,4
Rural,7,19000,5
Rural,2,10000,3
Rural,5,9800,3
Rural,4,6000,1
Rural,5,8400,2
Rural,6,18000,5
Rural,3,6500,1
Rural,7,20500,5
Rural,4,4500,1
Rural,5,9000,2
Rural,2,5500,1
Rural,4,14000,4
Rural,1,13000,4
Rural,4,9000,2
Rural,12,16000,4
Rural,6,6000,1
Rural,4,9000,2
Rural,5,13500,4
Rural,4,30000,5
Rural,1,3600,1
Rural,6,12000,3
Rural,6,12000,3
Rural,6,11000,3
Rural,4,11000,3
Rural,3,6500,1
Rural,2,13500,4
Rural,4,17300,5
Rural,9,8000,2
Rural,1,5000,1
Rural,4,10500,3
Rural,8,7600,2
Rural,2,6000,1
Rural,3,9000,2
Rural,7,12000,3
Rural,4,8000,2
Rural,2,5000,1
Rural,6,8500,2
Rural,6,20150,5
Rural,12,8000,2
Rural,6,9500,2
Rural,4,16000,4
Rural,4,9500,2
Rural,10,20000,5
Rural,7,12000,3
Rural,7,12000,3
Rural,4,20000,5
Rural,5,10000,3
Rural,2,7000,2
Rural,3,16000,4
Rural,4,18000,5
Rural,2,6000,1
Rural,2,6000,1
Rural,5,8500,2
Rural,8,11400,3
Rural,6,5000,1
Rural,6,12000,3
Rural,9,19400,5
Rural,2,10000,3
Rural,2,2500,1
Rural,2,8000,2
Rural,2,4500,1
Rural,5,9000,2
Rural,3,9000,2
Rural,5,8000,2
Rural,10,20000,5
Rural,2,5500,1
Rural,5,24000,5
Rural,4,16500,4
Rural,3,14260,4
Rural,5,11000,3
Rural,5,11000,3
Rural,2,8000,2
Rural,2,9500,2
Rural,6,8852,2
Rural,4,8000,2
Rural,3,13000,4
Rural,6,8000,2
Rural,2,7000,2
Rural,6,8400,2
Rural,6,12000,3
Rural,7,14500,4
Rural,6,9500,2
Rural,3,9000,2
Rural,5,6500,1
Rural,5,10000,3
Rural,7,18000,5
Rural,5,18000,5
Rural,5,8700,2
Rural,2,12000,3
Rural,1,6500,1
Rural,6,14500,4
Rural,3,14200,4
Rural,5,28000,5
Rural,5,6000,1
Rural,4,15000,4
Rural,4,25000,5
Rural,1,2500,1
Rural,6,14000,4
Rural,5,5000,1
Rural,4,15000,4
Rural,1,2500,1
Rural,4,6000,1
Rural,4,8000,2
Rural,1,6590,1
Rural,6,4000,1
Rural,2,5000,1
Rural,6,10000,3
Rural,6,6500,1
Rural,6,13000,4
Rural,5,21000,5
Rural,7,9000,2
Rural,5,8000,2
Rural,6,3500,1
Rural,4,36500,5
Rural,6,9500,2
Rural,5,8000,2
Rural,5,9000,2
Rural,1,3000,1
Rural,5,9000,2
Rural,5,5000,1
Rural,5,8000,2
Rural,4,10000,3
Rural,4,6000,1
Rural,6,8800,2
Rural,4,11000,3
Rural,4,15000,4
Rural,2,17000,5
Rural,5,5800,1
Rural,7,22500,5
Rural,4,6500,1
Rural,3,6500,1
Rural,2,4800,1
Rural,3,12000,3
Rural,2,4000,1
Rural,5,6000,1
Rural,2,3000,1
Rural,5,12000,3
Rural,2,5500,1
Rural,6,30000,5
Rural,7,7450,2
Rural,3,9000,2
Rural,6,12000,3
Rural,11,13000,4
Rural,5,3500,1
Rural,5,13000,4
Rural,4,10200,3
Rural,2,12400,3
Rural,4,13000,4
Rural,12,20000,5
Rural,2,3800,1
Rural,7,18000,5
Rural,4,7500,2
Rural,6,5000,1
Rural,2,8000,2
Rural,5,18100,5
Rural,6,15000,4
Rural,3,8289,2
Rural,5,10000,3
Rural,6,19000,5
Rural,5,5873,1
Rural,5,20000,5
Rural,4,3800,1
Rural,5,7500,2
Rural,1,3000,1
Rural,7,13300,4
Rural,3,11000,3
Rural,5,15000,4
Rural,3,12000,3
Rural,4,7000,2
Rural,5,25350,5
Rural,5,15000,4
Rural,5,8800,2
Rural,4,5000,1
Rural,5,14200,4
Rural,1,2500,1
Rural,6,8000,2
Rural,7,4300,1
Rural,6,8000,2
Rural,2,6400,1
Rural,5,9000,2
Rural,2,5400,1
Rural,4,15000,4
Rural,3,9200,2
Rural,6,9500,2
Rural,5,4500,1
Rural,5,14500,4
Rural,7,20000,5
Rural,3,9500,2
Rural,7,24500,5
Rural,4,5000,1
Rural,3,7200,2
Rural,1,2000,1
Rural,4,7500,2
Rural,4,3500,1
Rural,2,4850,1
Rural,2,6500,1
Rural,4,7500,2
Rural,7,12000,3
Rural,4,5680,1
Rural,3,16000,4
Rural,6,11500,3
Rural,4,10200,3
Rural,3,17550,5
Rural,2,5000,1
Rural,11,8500,2
Rural,5,5500,1
Rural,2,4500,1
Rural,5,17000,5
Rural,3,13000,4
Rural,3,7800,2
Rural,3,5000,1
Rural,2,10500,3
Rural,4,15500,4
Rural,6,18000,5
Rural,8,8000,2
Rural,3,11500,3
Rural,5,8000,2
Rural,6,11000,3
Rural,2,12300,3
Rural,5,10500,3
Rural,3,12000,3
Rural,8,20000,5
Rural,5,2500,1
Rural,5,10000,3
Rural,4,7000,1
Rural,1,1800,1
Rural,6,12000,3
Rural,3,6000,1
Rural,1,400,1
Rural,3,9800,3
Rural,3,11000,3
Rural,4,7000,2
Rural,4,6500,1
Rural,3,10000,3
Rural,7,21000,5
Rural,4,12500,4
Rural,6,9000,2
Rural,5,20000,5
Rural,5,17000,5
Rural,6,14000,4
Rural,7,10000,3
Rural,4,8000,2
Rural,4,14000,4
Rural,4,7500,2
Rural,1,6000,1
Rural,4,30000,5
Rural,3,6500,1
Rural,2,8000,2
Rural,4,8000,2
Rural,4,6000,1
Rural,2,10000,3
Rural,2,8000,2
Rural,2,10000,3
Rural,4,18000,5
Rural,1,3500,1
Rural,3,12400,3
Rural,6,13000,4
Rural,4,5500,1
Rural,5,8000,2
Rural,5,14500,4
Rural,5,13000,4
Rural,7,9700,3
Rural,5,11000,3
Rural,4,13500,4
Rural,2,7000,1
Rural,7,13000,4
Rural,5,14000,4
Rural,5,14000,4
Rural,1,2000,1
Rural,3,12000,3
Rural,3,2000,1
Rural,4,11000,3
Rural,4,7000,1
Rural,7,11000,3
Rural,9,22000,5
Rural,5,14800,4
Rural,4,25600,5
Rural,5,24000,5
Rural,5,12000,3
Rural,5,10000,3
Rural,9,24500,5
Rural,5,15000,4
Rural,4,10000,3
Rural,3,12000,3
Rural,14,5500,1
Rural,2,6000,1
Rural,5,11300,3
Rural,3,15000,4
Rural,6,15000,4
Rural,4,21900,5
Rural,3,5500,1
Rural,4,10000,3
Rural,3,4000,1
Rural,5,10000,3
Rural,16,25000,5
Rural,3,10000,3
Rural,11,18000,5
Rural,4,12500,4
Rural,5,7500,2
Rural,5,14000,4
Rural,4,7000,1
Rural,3,11800,3
Rural,5,6000,1
Rural,3,5000,1
Rural,9,10000,3
Rural,2,6000,1
Rural,4,14000,4
Rural,2,3500,1
Rural,3,13500,4
Rural,1,2750,1
Rural,1,3200,1
Rural,5,10000,3
Rural,6,8000,2
Rural,10,25000,5
Rural,4,8000,2
Rural,4,9650,3
Rural,4,3800,1
Rural,7,8000,2
Rural,4,18000,5
Rural,6,5000,1
Rural,3,11000,3
Rural,11,18500,5
Rural,4,14000,4
Rural,5,8500,2
Rural,7,8000,2
Rural,4,7500,2
Rural,5,7000,2
Rural,8,7500,2
Rural,5,9500,2
Rural,2,4500,1
Rural,1,5000,1
Rural,7,13000,4
Rural,5,3100,1
Rural,3,24500,5
Rural,3,16500,4
Rural,2,3000,1
Rural,4,40000,5
Rural,2,15000,4
Rural,4,18000,5
Rural,4,8000,2
Rural,10,19500,5
Rural,4,13500,4
Rural,8,9000,2
Rural,6,12000,3
Rural,6,11000,3
Rural,2,7000,2
Rural,4,15000,4
Rural,4,8500,2
Rural,4,15000,4
Rural,4,8000,2
Rural,3,6000,1
Rural,6,9500,2
Rural,3,9500,2
Rural,5,10500,3
Rural,6,14000,4
Rural,1,7500,2
Rural,6,11500,3
Rural,3,12000,3
Rural,2,5000,1
Rural,10,15000,4
Rural,4,15000,4
Rural,16,26000,5
Rural,4,12300,3
Rural,4,6800,1
Rural,4,9800,3
Rural,6,5000,1
Rural,8,10000,3
Rural,4,11690,3
Rural,5,4500,1
Rural,7,14000,4
Rural,13,18000,5
Rural,6,15000,4
Rural,1,2500,1
Rural,9,9000,2
Rural,4,11700,3
